2025-06-28 11:27:46,466 INFO    MainThread:9960 [wandb_setup.py:_flush():81] Current SDK version is 0.20.1
2025-06-28 11:27:46,467 INFO    MainThread:9960 [wandb_setup.py:_flush():81] Configure stats pid to 9960
2025-06-28 11:27:46,467 INFO    MainThread:9960 [wandb_setup.py:_flush():81] Loading settings from /root/.config/wandb/settings
2025-06-28 11:27:46,467 INFO    MainThread:9960 [wandb_setup.py:_flush():81] Loading settings from /root/autodl-tmp/Jittor-Lora/e2e_replication/wandb/settings
2025-06-28 11:27:46,467 INFO    MainThread:9960 [wandb_setup.py:_flush():81] Loading settings from environment variables
2025-06-28 11:27:46,467 INFO    MainThread:9960 [wandb_init.py:setup_run_log_directory():703] Logging user logs to /root/autodl-tmp/Jittor-Lora/e2e_replication/wandb/offline-run-20250628_112746-6bmyb95a/logs/debug.log
2025-06-28 11:27:46,467 INFO    MainThread:9960 [wandb_init.py:setup_run_log_directory():704] Logging internal logs to /root/autodl-tmp/Jittor-Lora/e2e_replication/wandb/offline-run-20250628_112746-6bmyb95a/logs/debug-internal.log
2025-06-28 11:27:46,467 INFO    MainThread:9960 [wandb_init.py:init():831] calling init triggers
2025-06-28 11:27:46,467 INFO    MainThread:9960 [wandb_init.py:init():836] wandb.init called with sweep_config: {}
config: {'learning_rate': 0.0002, 'architecture': 'gpt2.md', 'dataset': 'E2E', 'epochs': 5, 'lora_dim': 4, 'lora_alpha': 32, 'lora_dropout': 0.1, 'adam_beta2': 0.999, 'weight_decay': 0.01, '_wandb': {}}
2025-06-28 11:27:46,467 INFO    MainThread:9960 [wandb_init.py:init():872] starting backend
2025-06-28 11:27:46,727 INFO    MainThread:9960 [wandb_init.py:init():875] sending inform_init request
2025-06-28 11:27:46,737 INFO    MainThread:9960 [wandb_init.py:init():883] backend started and connected
2025-06-28 11:27:46,739 INFO    MainThread:9960 [wandb_init.py:init():956] updated telemetry
2025-06-28 11:27:46,740 INFO    MainThread:9960 [wandb_init.py:init():980] communicating run to backend with 90.0 second timeout
2025-06-28 11:27:46,858 INFO    MainThread:9960 [wandb_init.py:init():1032] starting run threads in backend
2025-06-28 11:27:46,937 INFO    MainThread:9960 [wandb_run.py:_console_start():2453] atexit reg
2025-06-28 11:27:46,937 INFO    MainThread:9960 [wandb_run.py:_redirect():2301] redirect: wrap_raw
2025-06-28 11:27:46,937 INFO    MainThread:9960 [wandb_run.py:_redirect():2370] Wrapping output streams.
2025-06-28 11:27:46,937 INFO    MainThread:9960 [wandb_run.py:_redirect():2393] Redirects installed.
2025-06-28 11:27:46,938 INFO    MainThread:9960 [wandb_init.py:init():1078] run started, returning control to user process
